Dataset,Model,True_Value,Prediction,Residual
EI-reg,Emoopt-13b,0.125,0.125,0.0
EI-reg,Emoopt-13b,0.75,0.479,0.271
EI-reg,Emoopt-13b,0.563,0.479,0.08399999999999996
EI-reg,Emoopt-13b,0.938,0.75,0.18799999999999994
EI-reg,Emoopt-13b,0.212,0.25,-0.038000000000000006
EI-reg,Emoopt-13b,0.625,0.333,0.292
EI-reg,Emoopt-13b,0.81,0.583,0.2270000000000001
EI-reg,Emoopt-13b,0.661,0.562,0.09899999999999998
EI-reg,Emoopt-13b,0.375,0.458,-0.08300000000000002
EI-reg,Emoopt-13b,0.516,0.479,0.03700000000000003
EI-reg,Emoopt-13b,0.406,0.417,-0.010999999999999954
EI-reg,Emoopt-13b,0.375,0.208,0.167
EI-reg,Emoopt-13b,0.484,0.458,0.025999999999999968
EI-reg,Emoopt-13b,0.219,0.271,-0.05200000000000002
EI-reg,Emoopt-13b,0.328,0.396,-0.068
EI-reg,Emoopt-13b,0.438,0.458,-0.020000000000000018
EI-reg,Emoopt-13b,0.439,0.375,0.064
EI-reg,Emoopt-13b,0.438,0.417,0.02100000000000002
EI-reg,Emoopt-13b,0.881,0.521,0.36
EI-reg,Emoopt-13b,0.578,0.479,0.09899999999999998
EI-reg,Emoopt-13b,0.274,0.167,0.10700000000000001
EI-reg,Emoopt-13b,0.53,0.521,0.009000000000000008
EI-reg,Emoopt-13b,0.656,0.583,0.07300000000000006
EI-reg,Emoopt-13b,0.662,0.646,0.016000000000000014
EI-reg,Emoopt-13b,0.652,0.375,0.277
EI-reg,Emoopt-13b,0.424,0.458,-0.03400000000000003
EI-reg,Emoopt-13b,0.394,0.375,0.019000000000000017
EI-reg,Emoopt-13b,0.5,0.521,-0.02100000000000002
EI-reg,Emoopt-13b,0.375,0.375,0.0
EI-reg,Emoopt-13b,0.364,0.125,0.239
EI-reg,Emoopt-13b,0.452,0.375,0.07700000000000001
EI-reg,Emoopt-13b,0.328,0.375,-0.046999999999999986
EI-reg,Emoopt-13b,0.469,0.479,-0.010000000000000009
EI-reg,Emoopt-13b,0.547,0.583,-0.03599999999999992
EI-reg,Emoopt-13b,0.766,0.646,0.12
EI-reg,Emoopt-13b,0.455,0.438,0.017000000000000015
EI-reg,Emoopt-13b,0.05,0.188,-0.138
EI-reg,Emoopt-13b,0.758,0.521,0.237
EI-reg,Emoopt-13b,0.532,0.542,-0.010000000000000009
EI-reg,Emoopt-13b,0.621,0.583,0.038000000000000034
EI-reg,Emoopt-13b,0.136,0.125,0.01100000000000001
EI-reg,Emoopt-13b,0.597,0.583,0.014000000000000012
EI-reg,Emoopt-13b,0.719,0.708,0.01100000000000001
EI-reg,Emoopt-13b,0.578,0.438,0.13999999999999996
EI-reg,Emoopt-13b,0.953,0.771,0.18199999999999994
EI-reg,Emoopt-13b,0.53,0.417,0.11300000000000004
EI-reg,Emoopt-13b,0.719,0.521,0.19799999999999995
EI-reg,Emoopt-13b,0.576,0.479,0.09699999999999998
EI-reg,Emoopt-13b,0.359,0.417,-0.057999999999999996
EI-reg,Emoopt-13b,0.455,0.312,0.14300000000000002
EI-reg,Emoopt-13b,0.55,0.479,0.07100000000000006
EI-reg,Emoopt-13b,0.406,0.396,0.010000000000000009
EI-reg,Emoopt-13b,0.5,0.396,0.10399999999999998
EI-reg,Emoopt-13b,0.578,0.604,-0.026000000000000023
EI-reg,Emoopt-13b,0.227,0.146,0.08100000000000002
EI-reg,Emoopt-13b,0.422,0.333,0.08899999999999997
EI-reg,Emoopt-13b,0.828,0.917,-0.08900000000000008
EI-reg,Emoopt-13b,0.516,0.375,0.14100000000000001
EI-reg,Emoopt-13b,0.172,0.271,-0.09900000000000003
EI-reg,Emoopt-13b,0.406,0.375,0.031000000000000028
EI-reg,Emoopt-13b,0.844,0.542,0.30199999999999994
EI-reg,Emoopt-13b,0.859,0.646,0.21299999999999997
EI-reg,Emoopt-13b,0.453,0.458,-0.0050000000000000044
EI-reg,Emoopt-13b,0.812,0.604,0.20800000000000007
EI-reg,Emoopt-13b,0.813,0.75,0.06299999999999994
EI-reg,Emoopt-13b,0.359,0.417,-0.057999999999999996
EI-reg,Emoopt-13b,0.453,0.417,0.03600000000000003
EI-reg,Emoopt-13b,0.859,0.75,0.10899999999999999
EI-reg,Emoopt-13b,0.25,0.333,-0.08300000000000002
EI-reg,Emoopt-13b,0.606,0.479,0.127
EI-reg,Emoopt-13b,0.563,0.521,0.041999999999999926
EI-reg,Emoopt-13b,0.453,0.521,-0.068
EI-reg,Emoopt-13b,0.672,0.583,0.08900000000000008
EI-reg,Emoopt-13b,0.578,0.458,0.11999999999999994
EI-reg,Emoopt-13b,0.662,0.521,0.14100000000000001
EI-reg,Emoopt-13b,0.422,0.375,0.046999999999999986
EI-reg,Emoopt-13b,0.383,0.479,-0.09599999999999997
EI-reg,Emoopt-13b,0.516,0.458,0.057999999999999996
EI-reg,Emoopt-13b,0.576,0.604,-0.028000000000000025
EI-reg,Emoopt-13b,0.5,0.458,0.04199999999999998
EI-reg,Emoopt-13b,0.625,0.333,0.292
EI-reg,Emoopt-13b,0.801,0.562,0.239
EI-reg,Emoopt-13b,0.281,0.208,0.07300000000000004
EI-reg,Emoopt-13b,0.141,0.271,-0.13000000000000003
EI-reg,Emoopt-13b,0.516,0.438,0.07800000000000001
EI-reg,Emoopt-13b,0.609,0.542,0.06699999999999995
EI-reg,Emoopt-13b,0.578,0.458,0.11999999999999994
EI-reg,Emoopt-13b,0.906,0.833,0.07300000000000006
EI-reg,Emoopt-13b,0.234,0.417,-0.18299999999999997
EI-reg,Emoopt-13b,0.633,0.562,0.07099999999999995
EI-reg,Emoopt-13b,0.297,0.396,-0.09900000000000003
EI-reg,Emoopt-13b,0.328,0.438,-0.10999999999999999
EI-reg,Emoopt-13b,0.576,0.458,0.11799999999999994
EI-reg,Emoopt-13b,0.803,0.583,0.22000000000000008
EI-reg,Emoopt-13b,0.75,0.521,0.22899999999999998
EI-reg,Emoopt-13b,0.656,0.542,0.11399999999999999
EI-reg,Emoopt-13b,0.281,0.417,-0.13599999999999995
EI-reg,Emoopt-13b,0.47,0.458,0.011999999999999955
EI-reg,Emoopt-13b,0.375,0.375,0.0
EI-reg,Emoopt-13b,0.441,0.521,-0.08000000000000002
EI-reg,Emoopt-13b,0.703,0.667,0.03599999999999992
EI-reg,Emoopt-13b,0.563,0.583,-0.020000000000000018
EI-reg,Emoopt-13b,0.531,0.396,0.135
EI-reg,Emoopt-13b,0.561,0.542,0.019000000000000017
EI-reg,Emoopt-13b,0.364,0.417,-0.05299999999999999
EI-reg,Emoopt-13b,0.625,0.438,0.187
EI-reg,Emoopt-13b,0.412,0.417,-0.0050000000000000044
EI-reg,Emoopt-13b,0.563,0.542,0.020999999999999908
EI-reg,Emoopt-13b,0.391,0.208,0.18300000000000002
EI-reg,Emoopt-13b,0.637,0.771,-0.134
EI-reg,Emoopt-13b,0.547,0.396,0.15100000000000002
EI-reg,Emoopt-13b,0.641,0.542,0.09899999999999998
EI-reg,Emoopt-13b,0.656,0.521,0.135
EI-reg,Emoopt-13b,0.21,0.208,0.0020000000000000018
EI-reg,Emoopt-13b,0.452,0.458,-0.006000000000000005
EI-reg,Emoopt-13b,0.875,0.812,0.06299999999999994
EI-reg,Emoopt-13b,0.313,0.479,-0.16599999999999998
EI-reg,Emoopt-13b,0.422,0.417,0.0050000000000000044
EI-reg,Emoopt-13b,0.758,0.667,0.09099999999999997
EI-reg,Emoopt-13b,0.371,0.375,-0.0040000000000000036
EI-reg,Emoopt-13b,0.391,0.396,-0.0050000000000000044
EI-reg,Emoopt-13b,0.344,0.479,-0.135
EI-reg,Emoopt-13b,0.303,0.354,-0.05099999999999999
EI-reg,Emoopt-13b,0.667,0.583,0.08400000000000007
EI-reg,Emoopt-13b,0.469,0.417,0.05199999999999999
EI-reg,Emoopt-13b,0.303,0.438,-0.135
EI-reg,Emoopt-13b,0.258,0.271,-0.013000000000000012
EI-reg,Emoopt-13b,0.375,0.417,-0.04199999999999998
EI-reg,Emoopt-13b,0.625,0.542,0.08299999999999996
EI-reg,Emoopt-13b,0.547,0.521,0.026000000000000023
EI-reg,Emoopt-13b,0.344,0.417,-0.07300000000000001
EI-reg,Emoopt-13b,0.45,0.542,-0.09200000000000003
EI-reg,Emoopt-13b,0.266,0.333,-0.067
EI-reg,Emoopt-13b,0.682,0.417,0.26500000000000007
EI-reg,Emoopt-13b,0.141,0.125,0.015999999999999986
EI-reg,Emoopt-13b,0.712,0.562,0.1499999999999999
EI-reg,Emoopt-13b,0.621,0.521,0.09999999999999998
EI-reg,Emoopt-13b,0.348,0.375,-0.027000000000000024
EI-reg,Emoopt-13b,0.156,0.25,-0.094
EI-reg,Emoopt-13b,0.281,0.25,0.031000000000000028
EI-reg,Emoopt-13b,0.859,0.771,0.08799999999999997
EI-reg,Emoopt-13b,0.578,0.542,0.03599999999999992
EI-reg,Emoopt-13b,0.609,0.458,0.15099999999999997
EI-reg,Emoopt-13b,0.563,0.458,0.10499999999999993
EI-reg,Emoopt-13b,0.422,0.438,-0.016000000000000014
EI-reg,Emoopt-13b,0.578,0.458,0.11999999999999994
EI-reg,Emoopt-13b,0.797,0.833,-0.03599999999999992
EI-reg,Emoopt-13b,0.439,0.438,0.0010000000000000009
EI-reg,Emoopt-13b,0.375,0.458,-0.08300000000000002
EI-reg,Emoopt-13b,0.379,0.417,-0.03799999999999998
EI-reg,Emoopt-13b,0.215,0.271,-0.05600000000000002
EI-reg,Emoopt-13b,0.547,0.458,0.08900000000000002
EI-reg,Emoopt-13b,0.538,0.25,0.28800000000000003
EI-reg,Emoopt-13b,0.609,0.458,0.15099999999999997
EI-reg,Emoopt-13b,0.781,0.75,0.031000000000000028
EI-reg,Emoopt-13b,0.844,0.708,0.136
EI-reg,Emoopt-13b,0.939,0.688,0.251
EI-reg,Emoopt-13b,0.594,0.521,0.07299999999999995
EI-reg,Emoopt-13b,0.641,0.521,0.12
EI-reg,Emoopt-13b,0.703,0.542,0.16099999999999992
EI-reg,Emoopt-13b,0.813,0.646,0.16699999999999993
EI-reg,Emoopt-13b,0.656,0.521,0.135
EI-reg,Emoopt-13b,0.375,0.375,0.0
EI-reg,Emoopt-13b,0.719,0.688,0.031000000000000028
EI-reg,Emoopt-13b,0.274,0.25,0.02400000000000002
EI-reg,Emoopt-13b,0.25,0.312,-0.062
EI-reg,Emoopt-13b,0.455,0.479,-0.023999999999999966
EI-reg,Emoopt-13b,0.594,0.604,-0.010000000000000009
EI-reg,Emoopt-13b,0.766,0.646,0.12
EI-reg,Emoopt-13b,0.328,0.375,-0.046999999999999986
EI-reg,Emoopt-13b,0.656,0.646,0.010000000000000009
EI-reg,Emoopt-13b,0.266,0.417,-0.15099999999999997
EI-reg,Emoopt-13b,0.531,0.458,0.07300000000000001
EI-reg,Emoopt-13b,0.132,0.25,-0.118
EI-reg,Emoopt-13b,0.333,0.417,-0.08399999999999996
EI-reg,Emoopt-13b,0.311,0.375,-0.064
EI-reg,Emoopt-13b,0.234,0.271,-0.037000000000000005
EI-reg,Emoopt-13b,0.28,0.25,0.030000000000000027
EI-reg,Emoopt-13b,0.531,0.479,0.052000000000000046
EI-reg,Emoopt-13b,0.433,0.417,0.016000000000000014
EI-reg,Emoopt-13b,0.359,0.417,-0.057999999999999996
EI-reg,Emoopt-13b,0.468,0.458,0.010000000000000009
EI-reg,Emoopt-13b,0.734,0.646,0.08799999999999997
EI-reg,Emoopt-13b,0.514,0.521,-0.007000000000000006
EI-reg,Emoopt-13b,0.563,0.625,-0.062000000000000055
EI-reg,Emoopt-13b,0.333,0.271,0.062
EI-reg,Emoopt-13b,0.75,0.375,0.375
EI-reg,Emoopt-13b,0.344,0.479,-0.135
EI-reg,Emoopt-13b,0.625,0.667,-0.04200000000000004
EI-reg,Emoopt-13b,0.547,0.646,-0.09899999999999998
EI-reg,Emoopt-13b,0.313,0.396,-0.08300000000000002
EI-reg,Emoopt-13b,0.547,0.479,0.06800000000000006
EI-reg,Emoopt-13b,0.547,0.458,0.08900000000000002
EI-reg,Emoopt-13b,0.172,0.208,-0.036000000000000004
EI-reg,Emoopt-13b,0.625,0.562,0.06299999999999994
EI-reg,Emoopt-13b,0.578,0.667,-0.08900000000000008
EI-reg,Emoopt-13b,0.864,0.854,0.010000000000000009
EI-reg,Emoopt-13b,0.859,0.75,0.10899999999999999
EI-reg,Emoopt-13b,0.75,0.542,0.20799999999999996
EI-reg,Emoopt-13b,0.328,0.375,-0.046999999999999986
EI-reg,Emoopt-13b,0.609,0.604,0.0050000000000000044
EI-reg,Emoopt-13b,0.656,0.604,0.052000000000000046
EI-reg,Emoopt-13b,0.613,0.458,0.15499999999999997
EI-reg,Emoopt-13b,0.47,0.458,0.011999999999999955
EI-reg,Emoopt-13b,0.727,0.542,0.18499999999999994
EI-reg,Emoopt-13b,0.47,0.479,-0.009000000000000008
EI-reg,Emoopt-13b,0.581,0.792,-0.21100000000000008
EI-reg,Emoopt-13b,0.578,0.417,0.16099999999999998
EI-reg,Emoopt-13b,0.719,0.583,0.136
EI-reg,Emoopt-13b,0.344,0.396,-0.052000000000000046
EI-reg,Emoopt-13b,0.5,0.375,0.125
EI-reg,Emoopt-13b,0.561,0.417,0.14400000000000007
EI-reg,Emoopt-13b,0.118,0.125,-0.007000000000000006
EI-reg,Emoopt-13b,0.344,0.375,-0.031000000000000028
EI-reg,Emoopt-13b,0.371,0.479,-0.10799999999999998
EI-reg,Emoopt-13b,0.672,0.521,0.15100000000000002
EI-reg,Emoopt-13b,0.344,0.292,0.05199999999999999
EI-reg,Emoopt-13b,0.719,0.646,0.07299999999999995
EI-reg,Emoopt-13b,0.344,0.312,0.03199999999999997
EI-reg,Emoopt-13b,0.5,0.479,0.02100000000000002
EI-reg,Emoopt-13b,0.344,0.396,-0.052000000000000046
EI-reg,Emoopt-13b,0.529,0.417,0.11200000000000004
EI-reg,Emoopt-13b,0.453,0.333,0.12
EI-reg,Emoopt-13b,0.594,0.521,0.07299999999999995
EI-reg,Emoopt-13b,0.455,0.458,-0.0030000000000000027
EI-reg,Emoopt-13b,0.894,0.938,-0.04399999999999993
EI-reg,Emoopt-13b,0.438,0.417,0.02100000000000002
EI-reg,Emoopt-13b,0.721,0.646,0.07499999999999996
EI-reg,Emoopt-13b,0.459,0.396,0.063
EI-reg,Emoopt-13b,0.5,0.396,0.10399999999999998
EI-reg,Emoopt-13b,0.856,0.646,0.20999999999999996
EI-reg,Emoopt-13b,0.203,0.271,-0.068
EI-reg,Emoopt-13b,0.703,0.583,0.12
EI-reg,Emoopt-13b,0.788,0.646,0.14200000000000002
EI-reg,Emoopt-13b,0.636,0.604,0.03200000000000003
EI-reg,Emoopt-13b,0.606,0.479,0.127
EI-reg,Emoopt-13b,0.758,0.854,-0.09599999999999997
EI-reg,Emoopt-13b,0.591,0.479,0.11199999999999999
EI-reg,Emoopt-13b,0.266,0.312,-0.045999999999999985
EI-reg,Emoopt-13b,0.367,0.375,-0.008000000000000007
EI-reg,Emoopt-13b,0.391,0.188,0.203
EI-reg,Emoopt-13b,0.439,0.417,0.02200000000000002
EI-reg,Emoopt-13b,0.463,0.604,-0.14099999999999996
EI-reg,Emoopt-13b,0.938,0.583,0.355
EI-reg,Emoopt-13b,0.734,0.458,0.27599999999999997
EI-reg,Emoopt-13b,0.697,0.542,0.15499999999999992
EI-reg,Emoopt-13b,0.188,0.125,0.063
EI-reg,Emoopt-13b,0.242,0.25,-0.008000000000000007
EI-reg,Emoopt-13b,0.234,0.312,-0.07799999999999999
EI-reg,Emoopt-13b,0.938,0.729,0.20899999999999996
EI-reg,Emoopt-13b,0.53,0.521,0.009000000000000008
EI-reg,Emoopt-13b,0.417,0.417,0.0
EI-reg,Emoopt-13b,0.172,0.375,-0.203
EI-reg,Emoopt-13b,0.438,0.583,-0.14499999999999996
EI-reg,Emoopt-13b,0.734,0.625,0.10899999999999999
EI-reg,Emoopt-13b,0.71,0.458,0.25199999999999995
EI-reg,Emoopt-13b,0.828,0.688,0.14
EI-reg,Emoopt-13b,0.485,0.333,0.15199999999999997
EI-reg,Emoopt-13b,0.359,0.417,-0.057999999999999996
EI-reg,Emoopt-13b,0.531,0.604,-0.07299999999999995
EI-reg,Emoopt-13b,0.375,0.583,-0.20799999999999996
EI-reg,Emoopt-13b,0.422,0.458,-0.03600000000000003
EI-reg,Emoopt-13b,0.672,0.417,0.25500000000000006
EI-reg,Emoopt-13b,0.609,0.396,0.21299999999999997
EI-reg,Emoopt-13b,0.47,0.417,0.05299999999999999
EI-reg,Emoopt-13b,0.766,0.542,0.22399999999999998
EI-reg,Emoopt-13b,0.516,0.604,-0.08799999999999997
EI-reg,Emoopt-13b,0.547,0.521,0.026000000000000023
EI-reg,Emoopt-13b,0.453,0.458,-0.0050000000000000044
EI-reg,Emoopt-13b,0.359,0.25,0.10899999999999999
EI-reg,Emoopt-13b,0.344,0.417,-0.07300000000000001
EI-reg,Emoopt-13b,0.468,0.479,-0.010999999999999954
EI-reg,Emoopt-13b,0.297,0.375,-0.07800000000000001
EI-reg,Emoopt-13b,0.375,0.292,0.08300000000000002
EI-reg,Emoopt-13b,0.438,0.396,0.04199999999999998
EI-reg,Emoopt-13b,0.461,0.479,-0.01799999999999996
EI-reg,Emoopt-13b,0.578,0.583,-0.0050000000000000044
EI-reg,Emoopt-13b,0.532,0.521,0.01100000000000001
EI-reg,Emoopt-13b,0.608,0.542,0.06599999999999995
EI-reg,Emoopt-13b,0.281,0.354,-0.07299999999999995
EI-reg,Emoopt-13b,0.672,0.542,0.13
EI-reg,Emoopt-13b,0.727,0.521,0.20599999999999996
EI-reg,Emoopt-13b,0.452,0.479,-0.02699999999999997
EI-reg,Emoopt-13b,0.516,0.458,0.057999999999999996
EI-reg,Emoopt-13b,0.547,0.542,0.0050000000000000044
EI-reg,Emoopt-13b,0.629,0.708,-0.07899999999999996
EI-reg,Emoopt-13b,0.672,0.646,0.026000000000000023
EI-reg,Emoopt-13b,0.144,0.25,-0.10600000000000001
EI-reg,Emoopt-13b,0.636,0.583,0.05300000000000005
EI-reg,Emoopt-13b,0.156,0.375,-0.219
EI-reg,Emoopt-13b,0.563,0.458,0.10499999999999993
EI-reg,Emoopt-13b,0.453,0.458,-0.0050000000000000044
EI-reg,Emoopt-13b,0.919,0.833,0.08600000000000008
EI-reg,Emoopt-13b,0.543,0.479,0.06400000000000006
EI-reg,Emoopt-13b,0.375,0.479,-0.10399999999999998
EI-reg,Emoopt-13b,0.188,0.25,-0.062
EI-reg,Emoopt-13b,0.636,0.583,0.05300000000000005
EI-reg,Emoopt-13b,0.563,0.479,0.08399999999999996
EI-reg,Emoopt-13b,0.452,0.542,-0.09000000000000002
EI-reg,Emoopt-13b,0.401,0.458,-0.056999999999999995
EI-reg,Emoopt-13b,0.563,0.458,0.10499999999999993
EI-reg,Emoopt-13b,0.8,0.479,0.32100000000000006
EI-reg,Emoopt-13b,0.712,0.604,0.10799999999999998
EI-reg,Emoopt-13b,0.75,0.729,0.02100000000000002
EI-reg,Emoopt-13b,0.859,0.729,0.13
EI-reg,Emoopt-13b,0.652,0.521,0.131
EI-reg,Emoopt-13b,0.328,0.271,0.056999999999999995
EI-reg,Emoopt-13b,0.906,0.938,-0.03199999999999992
EI-reg,Emoopt-13b,0.806,0.417,0.38900000000000007
EI-reg,Emoopt-13b,0.809,0.646,0.16300000000000003
EI-reg,Emoopt-13b,0.561,0.521,0.040000000000000036
EI-reg,Emoopt-13b,0.672,0.646,0.026000000000000023
EI-reg,Emoopt-13b,0.694,0.646,0.04799999999999993
EI-reg,Emoopt-13b,0.833,0.646,0.18699999999999994
EI-reg,Emoopt-13b,0.797,0.604,0.19300000000000006
EI-reg,Emoopt-13b,0.797,0.729,0.06800000000000006
EI-reg,Emoopt-13b,0.53,0.458,0.07200000000000001
EI-reg,Emoopt-13b,0.129,0.229,-0.1
EI-reg,Emoopt-13b,0.21,0.312,-0.10200000000000001
EI-reg,Emoopt-13b,0.364,0.271,0.09299999999999997
EI-reg,Emoopt-13b,0.25,0.375,-0.125
EI-reg,Emoopt-13b,0.5,0.542,-0.04200000000000004
EI-reg,Emoopt-13b,0.156,0.375,-0.219
EI-reg,Emoopt-13b,0.703,0.688,0.015000000000000013
EI-reg,Emoopt-13b,0.387,0.25,0.137
EI-reg,Emoopt-13b,0.409,0.354,0.05499999999999999
EI-reg,Emoopt-13b,0.875,0.521,0.354
EI-reg,Emoopt-13b,0.806,0.542,0.264
EI-reg,Emoopt-13b,0.548,0.521,0.027000000000000024
EI-reg,Emoopt-13b,0.591,0.479,0.11199999999999999
EI-reg,Emoopt-13b,0.609,0.667,-0.05800000000000005
EI-reg,Emoopt-13b,0.47,0.542,-0.07200000000000006
EI-reg,Emoopt-13b,0.468,0.438,0.030000000000000027
EI-reg,Emoopt-13b,0.703,0.688,0.015000000000000013
EI-reg,Emoopt-13b,0.531,0.458,0.07300000000000001
EI-reg,Emoopt-13b,0.578,0.729,-0.15100000000000002
EI-reg,Emoopt-13b,0.273,0.333,-0.06
EI-reg,Emoopt-13b,0.547,0.354,0.19300000000000006
EI-reg,Emoopt-13b,0.281,0.396,-0.11499999999999999
EI-reg,Emoopt-13b,0.875,0.875,0.0
EI-reg,Emoopt-13b,0.688,0.562,0.1259999999999999
EI-reg,Emoopt-13b,0.591,0.688,-0.09699999999999998
EI-reg,Emoopt-13b,0.609,0.438,0.17099999999999999
EI-reg,Emoopt-13b,0.344,0.354,-0.010000000000000009
EI-reg,Emoopt-13b,0.182,0.438,-0.256
EI-reg,Emoopt-13b,0.353,0.125,0.22799999999999998
EI-reg,Emoopt-13b,0.547,0.479,0.06800000000000006
EI-reg,Emoopt-13b,0.591,0.458,0.13299999999999995
EI-reg,Emoopt-13b,0.652,0.646,0.006000000000000005
EI-reg,Emoopt-13b,0.733,0.479,0.254
EI-reg,Emoopt-13b,0.797,0.792,0.0050000000000000044
EI-reg,Emoopt-13b,0.5,0.396,0.10399999999999998
EI-reg,Emoopt-13b,0.328,0.438,-0.10999999999999999
EI-reg,Emoopt-13b,0.773,0.75,0.02300000000000002
EI-reg,Emoopt-13b,0.691,0.583,0.10799999999999998
EI-reg,Emoopt-13b,0.891,0.729,0.16200000000000003
EI-reg,Emoopt-13b,0.375,0.521,-0.14600000000000002
EI-reg,Emoopt-13b,0.424,0.458,-0.03400000000000003
EI-reg,Emoopt-13b,0.339,0.417,-0.07799999999999996
EI-reg,Emoopt-13b,0.578,0.521,0.05699999999999994
EI-reg,Emoopt-13b,0.375,0.271,0.10399999999999998
EI-reg,Emoopt-13b,0.422,0.542,-0.12000000000000005
EI-reg,Emoopt-13b,0.61,0.604,0.006000000000000005
EI-reg,Emoopt-13b,0.697,0.521,0.17599999999999993
EI-reg,Emoopt-13b,0.781,0.646,0.135
EI-reg,Emoopt-13b,0.202,0.208,-0.005999999999999978
EI-reg,Emoopt-13b,0.373,0.354,0.019000000000000017
EI-reg,Emoopt-13b,0.485,0.646,-0.16100000000000003
EI-reg,Emoopt-13b,0.844,0.542,0.30199999999999994
EI-reg,Emoopt-13b,0.516,0.417,0.09900000000000003
EI-reg,Emoopt-13b,0.453,0.375,0.07800000000000001
EI-reg,Emoopt-13b,0.578,0.521,0.05699999999999994
EI-reg,Emoopt-13b,0.344,0.458,-0.11400000000000005
EI-reg,Emoopt-13b,0.438,0.375,0.063
EI-reg,Emoopt-13b,0.828,0.792,0.03599999999999992
EI-reg,Emoopt-13b,0.344,0.375,-0.031000000000000028
EI-reg,Emoopt-13b,0.697,0.521,0.17599999999999993
EI-reg,Emoopt-13b,0.781,0.688,0.09300000000000008
EI-reg,Emoopt-13b,0.406,0.375,0.031000000000000028
EI-reg,Emoopt-13b,0.563,0.604,-0.041000000000000036
EI-reg,Emoopt-13b,0.813,0.646,0.16699999999999993
EI-reg,Emoopt-13b,0.417,0.333,0.08399999999999996
EI-reg,Emoopt-13b,0.5,0.583,-0.08299999999999996
EI-reg,Emoopt-13b,0.545,0.458,0.08700000000000002
EI-reg,Emoopt-13b,0.75,0.562,0.18799999999999994
EI-reg,Emoopt-13b,0.391,0.438,-0.046999999999999986
EI-reg,Emoopt-13b,0.219,0.25,-0.031
EI-reg,Emoopt-13b,0.641,0.583,0.05800000000000005
EI-reg,Emoopt-13b,0.203,0.25,-0.046999999999999986
EI-reg,Emoopt-13b,0.485,0.562,-0.07700000000000007
EI-reg,Emoopt-13b,0.328,0.375,-0.046999999999999986
EI-reg,Emoopt-13b,0.438,0.333,0.10499999999999998
EI-reg,Emoopt-13b,0.656,0.646,0.010000000000000009
EI-reg,Emoopt-13b,0.139,0.208,-0.06899999999999998
EI-reg,Emoopt-13b,0.328,0.396,-0.068
EI-reg,Emoopt-13b,0.375,0.375,0.0
EI-reg,Emoopt-13b,0.677,0.458,0.21900000000000003
EI-reg,Emoopt-13b,0.688,0.583,0.10499999999999998
EI-reg,Emoopt-13b,0.677,0.604,0.07300000000000006
EI-reg,Emoopt-13b,0.379,0.396,-0.017000000000000015
EI-reg,Emoopt-13b,0.4,0.479,-0.07899999999999996
EI-reg,Emoopt-13b,0.484,0.562,-0.07800000000000007
EI-reg,Emoopt-13b,0.518,0.479,0.039000000000000035
EI-reg,Emoopt-13b,0.516,0.417,0.09900000000000003
EI-reg,Emoopt-13b,0.703,0.625,0.07799999999999996
EI-reg,Emoopt-13b,0.625,0.479,0.14600000000000002
EI-reg,Emoopt-13b,0.581,0.542,0.038999999999999924
EI-reg,Emoopt-13b,0.463,0.458,0.0050000000000000044
EI-reg,Emoopt-13b,0.406,0.417,-0.010999999999999954
EI-reg,Emoopt-13b,0.409,0.354,0.05499999999999999
EI-reg,Emoopt-13b,0.609,0.375,0.23399999999999999
EI-reg,Emoopt-13b,0.771,0.75,0.02100000000000002
EI-reg,Emoopt-13b,0.641,0.625,0.016000000000000014
EI-reg,Emoopt-13b,0.922,0.833,0.08900000000000008
EI-reg,Emoopt-13b,0.766,0.542,0.22399999999999998
EI-reg,Emoopt-13b,0.606,0.479,0.127
EI-reg,Emoopt-13b,0.594,0.521,0.07299999999999995
EI-reg,Emoopt-13b,0.859,0.75,0.10899999999999999
EI-reg,Emoopt-13b,0.516,0.646,-0.13
EI-reg,Emoopt-13b,0.516,0.562,-0.04600000000000004
EI-reg,Emoopt-13b,0.531,0.521,0.010000000000000009
EI-reg,Emoopt-13b,0.563,0.417,0.14599999999999996
EI-reg,Emoopt-13b,0.594,0.542,0.051999999999999935
EI-reg,Emoopt-13b,0.882,0.75,0.132
EI-reg,Emoopt-13b,0.484,0.458,0.025999999999999968
EI-reg,Emoopt-13b,0.53,0.521,0.009000000000000008
EI-reg,Emoopt-13b,0.234,0.312,-0.07799999999999999
EI-reg,Emoopt-13b,0.484,0.417,0.067
EI-reg,Emoopt-13b,0.328,0.271,0.056999999999999995
EI-reg,Emoopt-13b,0.452,0.354,0.09800000000000003
EI-reg,Emoopt-13b,0.469,0.458,0.010999999999999954
EI-reg,Emoopt-13b,0.323,0.417,-0.09399999999999997
EI-reg,Emoopt-13b,0.344,0.354,-0.010000000000000009
EI-reg,Emoopt-13b,0.266,0.438,-0.172
EI-reg,Emoopt-13b,0.531,0.479,0.052000000000000046
EI-reg,Emoopt-13b,0.682,0.583,0.09900000000000009
EI-reg,Emoopt-13b,0.379,0.396,-0.017000000000000015
EI-reg,Emoopt-13b,0.516,0.438,0.07800000000000001
EI-reg,Emoopt-13b,0.773,0.417,0.35600000000000004
EI-reg,Emoopt-13b,0.606,0.521,0.08499999999999996
EI-reg,Emoopt-13b,0.561,0.458,0.10300000000000004
EI-reg,Emoopt-13b,0.468,0.396,0.07200000000000001
EI-reg,Emoopt-13b,0.489,0.417,0.07200000000000001
